Province,province,province_code,scenario,statistic,future_reference_n,future_tas_sum,hist_reference_n,hist_tas_sum,reference_n,tas_ref_1991_2020,reference_period,reference_method,reference_hist_years,reference_future_years
宁夏,Ningxia Huizu Zizhiqu,CHN.147295918,ssp370,p10,6,51.35,24,195.53,30,8.229333333333333,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
宁夏,Ningxia Huizu Zizhiqu,CHN.147295918,ssp370,p90,6,61.0,24,227.57,30,9.619,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
宁夏,Ningxia Huizu Zizhiqu,CHN.147295918,ssp585,median,6,57.86,24,213.06,30,9.030666666666667,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
宁夏,Ningxia Huizu Zizhiqu,CHN.147295918,ssp585,p10,6,52.34,24,195.53,30,8.262333333333334,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
宁夏,Ningxia Huizu Zizhiqu,CHN.147295918,ssp585,p90,6,62.24,24,227.57,30,9.660333333333334,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
安徽,Anhui Sheng,CHN.147295898,ssp119,median,6,99.65,24,386.71,30,16.212,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
安徽,Anhui Sheng,CHN.147295898,ssp119,p10,6,94.87,24,369.94,30,15.493666666666666,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
安徽,Anhui Sheng,CHN.147295898,ssp119,p90,6,104.63,24,401.83,30,16.881999999999998,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
安徽,Anhui Sheng,CHN.147295898,ssp126,median,6,99.93,24,386.71,30,16.221333333333334,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
安徽,Anhui Sheng,CHN.147295898,ssp126,p10,6,95.37,24,369.94,30,15.510333333333334,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
安徽,Anhui Sheng,CHN.147295898,ssp126,p90,6,105.37,24,401.83,30,16.906666666666666,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
安徽,Anhui Sheng,CHN.147295898,ssp245,median,6,100.01,24,386.71,30,16.224,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
安徽,Anhui Sheng,CHN.147295898,ssp245,p10,6,95.58,24,369.94,30,15.517333333333333,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
安徽,Anhui Sheng,CHN.147295898,ssp245,p90,6,104.58,24,401.83,30,16.880333333333333,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
安徽,Anhui Sheng,CHN.147295898,ssp370,median,6,99.07,24,386.71,30,16.192666666666664,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
安徽,Anhui Sheng,CHN.147295898,ssp370,p10,6,93.45,24,369.94,30,15.446333333333333,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
安徽,Anhui Sheng,CHN.147295898,ssp370,p90,6,103.88,24,401.83,30,16.857,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
安徽,Anhui Sheng,CHN.147295898,ssp585,median,6,100.18,24,386.71,30,16.229666666666667,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
安徽,Anhui Sheng,CHN.147295898,ssp585,p10,6,95.4,24,369.94,30,15.511333333333335,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
安徽,Anhui Sheng,CHN.147295898,ssp585,p90,6,105.72,24,401.83,30,16.918333333333333,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
山东,Shandong Sheng,CHN.147295921,ssp119,median,6,85.17,24,327.66,30,13.761000000000001,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
山东,Shandong Sheng,CHN.147295921,ssp119,p10,6,79.86,24,311.18,30,13.034666666666668,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
山东,Shandong Sheng,CHN.147295921,ssp119,p90,6,89.99,24,342.65,30,14.421333333333333,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
山东,Shandong Sheng,CHN.147295921,ssp126,median,6,85.69,24,327.66,30,13.778333333333334,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
山东,Shandong Sheng,CHN.147295921,ssp126,p10,6,80.59,24,311.18,30,13.059,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
山东,Shandong Sheng,CHN.147295921,ssp126,p90,6,90.6,24,342.65,30,14.441666666666666,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
山东,Shandong Sheng,CHN.147295921,ssp245,median,6,85.23,24,327.66,30,13.763000000000002,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
山东,Shandong Sheng,CHN.147295921,ssp245,p10,6,80.42,24,311.18,30,13.053333333333335,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
山东,Shandong Sheng,CHN.147295921,ssp245,p90,6,90.04,24,342.65,30,14.423,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
山东,Shandong Sheng,CHN.147295921,ssp370,median,6,84.8,24,327.66,30,13.748666666666669,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
山东,Shandong Sheng,CHN.147295921,ssp370,p10,6,78.52,24,311.18,30,12.99,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
山东,Shandong Sheng,CHN.147295921,ssp370,p90,6,89.58,24,342.65,30,14.407666666666666,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
山东,Shandong Sheng,CHN.147295921,ssp585,median,6,85.63,24,327.66,30,13.776333333333334,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
山东,Shandong Sheng,CHN.147295921,ssp585,p10,6,80.09,24,311.18,30,13.042333333333334,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
山东,Shandong Sheng,CHN.147295921,ssp585,p90,6,90.81,24,342.65,30,14.448666666666666,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
山西,Shanxi Sheng,CHN.147295923,ssp119,median,6,58.14,24,218.12,30,9.208666666666666,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
山西,Shanxi Sheng,CHN.147295923,ssp119,p10,6,53.09,24,199.2,30,8.409666666666666,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
山西,Shanxi Sheng,CHN.147295923,ssp119,p90,6,63.35,24,234.82,30,9.939,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
山西,Shanxi Sheng,CHN.147295923,ssp126,median,6,58.3,24,218.12,30,9.214,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
山西,Shanxi Sheng,CHN.147295923,ssp126,p10,6,53.65,24,199.2,30,8.428333333333333,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
山西,Shanxi Sheng,CHN.147295923,ssp126,p90,6,63.599999999999994,24,234.82,30,9.947333333333331,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
山西,Shanxi Sheng,CHN.147295923,ssp245,median,6,58.41,24,218.12,30,9.217666666666666,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
山西,Shanxi Sheng,CHN.147295923,ssp245,p10,6,53.69,24,199.2,30,8.429666666666666,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
山西,Shanxi Sheng,CHN.147295923,ssp245,p90,6,63.66,24,234.82,30,9.949333333333334,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
山西,Shanxi Sheng,CHN.147295923,ssp370,median,6,57.74,24,218.12,30,9.195333333333334,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
山西,Shanxi Sheng,CHN.147295923,ssp370,p10,6,52.1,24,199.2,30,8.376666666666667,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
山西,Shanxi Sheng,CHN.147295923,ssp370,p90,6,63.1,24,234.82,30,9.930666666666667,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
山西,Shanxi Sheng,CHN.147295923,ssp585,median,6,58.88,24,218.12,30,9.233333333333333,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
山西,Shanxi Sheng,CHN.147295923,ssp585,p10,6,53.239999999999995,24,199.2,30,8.414666666666667,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
山西,Shanxi Sheng,CHN.147295923,ssp585,p90,6,64.2,24,234.82,30,9.967333333333332,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
广东,Guangdong Sheng,CHN.147295903,ssp119,median,6,133.43,24,522.63,30,21.868666666666666,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
广东,Guangdong Sheng,CHN.147295903,ssp119,p10,6,128.89,24,507.91,30,21.226666666666667,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
广东,Guangdong Sheng,CHN.147295903,ssp119,p90,6,137.31,24,536.25,30,22.451999999999998,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
广东,Guangdong Sheng,CHN.147295903,ssp126,median,6,133.81,24,522.63,30,21.881333333333334,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
广东,Guangdong Sheng,CHN.147295903,ssp126,p10,6,129.37,24,507.91,30,21.242666666666665,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
广东,Guangdong Sheng,CHN.147295903,ssp126,p90,6,137.75,24,536.25,30,22.466666666666665,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
广东,Guangdong Sheng,CHN.147295903,ssp245,median,6,133.46,24,522.63,30,21.869666666666667,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
广东,Guangdong Sheng,CHN.147295903,ssp245,p10,6,128.97,24,507.91,30,21.229333333333333,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
广东,Guangdong Sheng,CHN.147295903,ssp245,p90,6,137.66,24,536.25,30,22.463666666666665,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
广东,Guangdong Sheng,CHN.147295903,ssp370,median,6,132.94,24,522.63,30,21.85233333333333,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
广东,Guangdong Sheng,CHN.147295903,ssp370,p10,6,127.92,24,507.91,30,21.194333333333336,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
广东,Guangdong Sheng,CHN.147295903,ssp370,p90,6,136.98,24,536.25,30,22.441,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
广东,Guangdong Sheng,CHN.147295903,ssp585,median,6,134.07,24,522.63,30,21.89,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
广东,Guangdong Sheng,CHN.147295903,ssp585,p10,6,129.43,24,507.91,30,21.244666666666667,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
广东,Guangdong Sheng,CHN.147295903,ssp585,p90,6,137.75,24,536.25,30,22.466666666666665,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
广西,Guangxi Zhuangzu Zizhiqu,CHN.147295904,ssp119,median,6,126.88,24,495.91,30,20.759666666666664,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
广西,Guangxi Zhuangzu Zizhiqu,CHN.147295904,ssp119,p10,6,121.78999999999999,24,479.96,30,20.058333333333334,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
广西,Guangxi Zhuangzu Zizhiqu,CHN.147295904,ssp119,p90,6,131.01,24,510.29,30,21.376666666666665,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
广西,Guangxi Zhuangzu Zizhiqu,CHN.147295904,ssp126,median,6,127.07,24,495.91,30,20.766000000000002,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
广西,Guangxi Zhuangzu Zizhiqu,CHN.147295904,ssp126,p10,6,122.37,24,479.96,30,20.077666666666666,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
广西,Guangxi Zhuangzu Zizhiqu,CHN.147295904,ssp126,p90,6,131.39,24,510.29,30,21.389333333333337,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
广西,Guangxi Zhuangzu Zizhiqu,CHN.147295904,ssp245,median,6,126.99,24,495.91,30,20.763333333333332,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
广西,Guangxi Zhuangzu Zizhiqu,CHN.147295904,ssp245,p10,6,121.75,24,479.96,30,20.057000000000002,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
广西,Guangxi Zhuangzu Zizhiqu,CHN.147295904,ssp245,p90,6,131.3,24,510.29,30,21.386333333333333,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
广西,Guangxi Zhuangzu Zizhiqu,CHN.147295904,ssp370,median,6,126.53999999999999,24,495.91,30,20.748333333333335,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
广西,Guangxi Zhuangzu Zizhiqu,CHN.147295904,ssp370,p10,6,120.69,24,479.96,30,20.021666666666665,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
广西,Guangxi Zhuangzu Zizhiqu,CHN.147295904,ssp370,p90,6,130.87,24,510.29,30,21.372000000000003,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
广西,Guangxi Zhuangzu Zizhiqu,CHN.147295904,ssp585,median,6,127.45,24,495.91,30,20.778666666666666,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
广西,Guangxi Zhuangzu Zizhiqu,CHN.147295904,ssp585,p10,6,122.46000000000001,24,479.96,30,20.080666666666666,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
广西,Guangxi Zhuangzu Zizhiqu,CHN.147295904,ssp585,p90,6,131.42,24,510.29,30,21.390333333333334,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
新疆,Xinjiang Uygur Zizhiqu,CHN.147295927,ssp119,median,6,36.63,24,129.91,30,5.551333333333333,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
新疆,Xinjiang Uygur Zizhiqu,CHN.147295927,ssp119,p10,6,31.54,24,111.79,30,4.777666666666667,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
新疆,Xinjiang Uygur Zizhiqu,CHN.147295927,ssp119,p90,6,41.27,24,145.81,30,6.236000000000001,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
新疆,Xinjiang Uygur Zizhiqu,CHN.147295927,ssp126,median,6,36.339999999999996,24,129.91,30,5.541666666666667,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
新疆,Xinjiang Uygur Zizhiqu,CHN.147295927,ssp126,p10,6,31.490000000000002,24,111.79,30,4.776,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
新疆,Xinjiang Uygur Zizhiqu,CHN.147295927,ssp126,p90,6,40.95,24,145.81,30,6.225333333333333,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
新疆,Xinjiang Uygur Zizhiqu,CHN.147295927,ssp245,median,6,36.65,24,129.91,30,5.5520000000000005,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
新疆,Xinjiang Uygur Zizhiqu,CHN.147295927,ssp245,p10,6,31.69,24,111.79,30,4.7826666666666675,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
新疆,Xinjiang Uygur Zizhiqu,CHN.147295927,ssp245,p90,6,41.22,24,145.81,30,6.234333333333334,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
新疆,Xinjiang Uygur Zizhiqu,CHN.147295927,ssp370,median,6,36.54,24,129.91,30,5.548333333333333,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
新疆,Xinjiang Uygur Zizhiqu,CHN.147295927,ssp370,p10,6,31.17,24,111.79,30,4.765333333333333,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
新疆,Xinjiang Uygur Zizhiqu,CHN.147295927,ssp370,p90,6,41.59,24,145.81,30,6.246666666666667,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
新疆,Xinjiang Uygur Zizhiqu,CHN.147295927,ssp585,median,6,37.660000000000004,24,129.91,30,5.585666666666667,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
新疆,Xinjiang Uygur Zizhiqu,CHN.147295927,ssp585,p10,6,32.08,24,111.79,30,4.7956666666666665,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
新疆,Xinjiang Uygur Zizhiqu,CHN.147295927,ssp585,p90,6,42.29,24,145.81,30,6.27,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
江苏,Jiangsu Sheng,CHN.147295913,ssp119,median,6,97.0,24,375.56,30,15.752,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
江苏,Jiangsu Sheng,CHN.147295913,ssp119,p10,6,92.23,24,360.26,30,15.083,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
江苏,Jiangsu Sheng,CHN.147295913,ssp119,p90,6,101.69999999999999,24,389.8,30,16.383333333333333,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
江苏,Jiangsu Sheng,CHN.147295913,ssp126,median,6,97.35,24,375.56,30,15.763666666666666,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
江苏,Jiangsu Sheng,CHN.147295913,ssp126,p10,6,92.43,24,360.26,30,15.089666666666666,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
江苏,Jiangsu Sheng,CHN.147295913,ssp126,p90,6,102.56,24,389.8,30,16.412,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
江苏,Jiangsu Sheng,CHN.147295913,ssp245,median,6,97.28,24,375.56,30,15.761333333333335,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
江苏,Jiangsu Sheng,CHN.147295913,ssp245,p10,6,92.99,24,360.26,30,15.108333333333333,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
江苏,Jiangsu Sheng,CHN.147295913,ssp245,p90,6,101.72999999999999,24,389.8,30,16.384333333333334,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
江苏,Jiangsu Sheng,CHN.147295913,ssp370,median,6,96.6,24,375.56,30,15.738666666666665,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
江苏,Jiangsu Sheng,CHN.147295913,ssp370,p10,6,90.95,24,360.26,30,15.040333333333333,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
江苏,Jiangsu Sheng,CHN.147295913,ssp370,p90,6,101.01,24,389.8,30,16.360333333333333,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
江苏,Jiangsu Sheng,CHN.147295913,ssp585,median,6,97.39,24,375.56,30,15.764999999999999,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
江苏,Jiangsu Sheng,CHN.147295913,ssp585,p10,6,92.75,24,360.26,30,15.100333333333333,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
江苏,Jiangsu Sheng,CHN.147295913,ssp585,p90,6,102.52000000000001,24,389.8,30,16.410666666666668,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
江西,Jiangxi Sheng,CHN.147295914,ssp119,median,6,114.72,24,446.96,30,18.722666666666665,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
江西,Jiangxi Sheng,CHN.147295914,ssp119,p10,6,109.8,24,430.26,30,18.002,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
江西,Jiangxi Sheng,CHN.147295914,ssp119,p90,6,119.39,24,461.44,30,19.361,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
江西,Jiangxi Sheng,CHN.147295914,ssp126,median,6,115.0,24,446.96,30,18.732000000000003,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
江西,Jiangxi Sheng,CHN.147295914,ssp126,p10,6,110.5,24,430.26,30,18.025333333333332,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
